Open,High,Low,Close,Adj Close,Volume
-1.111307548,-1.108260307,-1.108571446,-1.108401575,-1.108401575,0.817021119
-1.105011692,-1.106188354,-1.106345224,-1.108603546,-1.108603546,0.793613976
-1.113222762,-1.107207126,-1.111960094,-1.111340571,-1.111340571,0.941970749
-1.10313129,-1.103290344,-1.10299182,-1.102579283,-1.102579283,0.85213186
-1.103402915,-1.099394291,-1.100821943,-1.101541577,-1.101541577,0.724284196
-1.101884652,-1.102918676,-1.102759312,-1.103129467,-1.103129467,0.946540725
-1.103792904,-1.101810413,-1.10132919,-1.101952482,-1.101952482,0.21133306
-1.099990297,-1.101466244,-1.0992016,-1.101868903,-1.101868903,-0.069441353
-1.104113267,-1.104309144,-1.102998863,-1.102112677,-1.102112677,0.336617079
-1.097963681,-1.091980651,-1.095566386,-1.089569668,-1.089569668,2.380061909
-1.089724761,-1.083238589,-1.086886908,-1.083545461,-1.083545461,2.819001825
-1.082042931,-1.082274871,-1.083293952,-1.084325467,-1.084325467,1.424604046
-1.083972071,-1.082006373,-1.081194591,-1.080613455,-1.080613455,0.652167845
-1.079368571,-1.080209771,-1.077939734,-1.077639562,-1.077639562,1.164896055
-1.07840751,-1.079094655,-1.077263481,-1.078753912,-1.078753912,0.69719878
-1.080071988,-1.079693559,-1.084653671,-1.082953473,-1.082953473,1.214496939
-1.08406264,-1.077903784,-1.081462287,-1.077611711,-1.077611711,0.865618837
-1.07926416,-1.077986393,-1.078432922,-1.077876374,-1.077876374,0.726290527
-1.078337857,-1.078007065,-1.076263074,-1.076601912,-1.076601912,0.327700079
-1.087120027,-1.083823647,-1.086717844,-1.083155444,-1.083155444,1.650873238
-1.085720183,-1.07995512,-1.082843107,-1.077562973,-1.077562973,1.032144054
-1.077105143,-1.072128466,-1.074804723,-1.070069212,-1.070069212,2.070641572
-1.072320588,-1.073229819,-1.07196558,-1.074477734,-1.074477734,0.550959774
-1.072487746,-1.0724107,-1.072064268,-1.072102848,-1.072102848,1.108495965
-1.072104692,-1.07487505,-1.076671632,-1.074923452,-1.074923452,0.843772147
-1.075273508,-1.073842459,-1.072698291,-1.075146311,-1.075146311,0.641578902
-1.071122716,-1.064625391,-1.068760166,-1.062136752,-1.062136752,2.129939696
-1.061344644,-1.05611728,-1.059643929,-1.057435689,-1.057435689,2.341161431
-1.054547371,-1.055731848,-1.059136682,-1.061182597,-1.061182597,1.591017772
-1.062765376,-1.064102242,-1.06434291,-1.067158122,-1.067158122,0.826161044
-1.068719981,-1.068053377,-1.071472476,-1.068070445,-1.068070445,1.682751556
-1.066157022,-1.058354478,-1.064666978,-1.057512333,-1.057512333,1.701365796
-1.054658772,-1.055601068,-1.053063896,-1.054977279,-1.054977279,1.656223426
-1.055696449,-1.055683676,-1.054479932,-1.054768317,-1.054768317,0.418765058
-1.055926298,-1.051704959,-1.053225888,-1.048987857,-1.048987857,1.041283979
-1.049156819,-1.044890195,-1.046441548,-1.042566642,-1.042566642,2.191021253
-1.044302666,-1.04294905,-1.043052928,-1.04213485,-1.04213485,1.978239038
-1.038912115,-1.040512227,-1.036782849,-1.038046718,-1.038046718,5.825595428
-1.039754839,-1.030104317,-1.036691232,-1.027328411,-1.027328411,2.709879892
-1.024398282,-1.019882241,-1.024425954,-1.027481644,-1.027481644,5.490538691
-1.026626869,-1.022394708,-1.029117864,-1.024486947,-1.024486947,5.060738701
-1.019592755,-1.021293355,-1.021614955,-1.02236976,-1.02236976,3.119282209
-1.023632202,-1.023730122,-1.021967196,-1.023762614,-1.023762614,1.84013682
-1.020219584,-1.019806542,-1.018402413,-1.018692505,-1.018692505,2.268710719
-1.015936475,-1.019125057,-1.022587161,-1.022028481,-1.022028481,1.847604803
-1.02253874,-1.020549907,-1.021227499,-1.018191059,-1.018191059,1.199003631
-1.017642728,-1.016440409,-1.016155119,-1.014325814,-1.014325814,1.473090301
-1.012099055,-1.013349711,-1.012202851,-1.014604374,-1.014604374,1.787080587
-1.018861488,-1.020783968,-1.01985375,-1.021436465,-1.021436465,0.9206814
-1.019787792,-1.022339654,-1.028039983,-1.0310126,-1.0310126,2.085020251
-1.032191457,-1.031832073,-1.03102706,-1.030685274,-1.030685274,1.011300529
-1.024502693,-1.024280826,-1.022573075,-1.025865875,-1.025865875,1.394732058
-1.02523396,-1.026779585,-1.026933958,-1.030552957,-1.030552957,1.417358961
-1.032135757,-1.034379031,-1.036374206,-1.033178581,-1.033178581,2.102742816
-1.033396292,-1.032203769,-1.03231632,-1.030587798,-1.030587798,1.031698202
-1.030735857,-1.025767667,-1.029639253,-1.023073177,-1.023073177,1.293301033
-1.022664095,-1.023647569,-1.074910426,-1.065201075,-1.065201075,12.60620298
-1.057458487,-1.059937718,-1.077728412,-1.074401146,-1.074401146,11.53593858
-1.074570091,-1.075129701,-1.079348783,-1.076574006,-1.076574006,3.258053205
-1.080838096,-1.073271165,-1.077728412,-1.075404039,-1.075404039,1.988493592
-1.070537691,-1.073498289,-1.075424744,-1.07752816,-1.07752816,1.520239002
-1.075273508,-1.076940066,-1.076664617,-1.077207769,-1.077207769,1.413903612
-1.077711084,-1.076231054,-1.078292032,-1.079025481,-1.079025481,0.911987298
-1.075371012,-1.07762846,-1.075614909,-1.075438796,-1.075438796,0.45075484
-1.075621721,-1.070813724,-1.072994215,-1.070361753,-1.070361753,1.022669711
-1.064973075,-1.067612863,-1.066900215,-1.070131931,-1.070131931,1.328411775
-1.072139533,-1.073594716,-1.075220409,-1.073586299,-1.073586299,0.560991402
-1.071457004,-1.073842459,-1.073818459,-1.074449884,-1.074449884,0.501804741
-1.078755724,-1.079535196,-1.081610221,-1.084617951,-1.084617951,1.225754659
-1.082098688,-1.084174725,-1.092360887,-1.094946242,-1.094946242,1.63225897
-1.092928389,-1.086343023,-1.093016067,-1.087466462,-1.087466462,2.208632327
-1.086590758,-1.085338041,-1.085569504,-1.085467611,-1.085467611,0.304627297
-1.087113064,-1.086852464,-1.087429398,-1.090238272,-1.090238272,0.514511478
-1.088742757,-1.090583301,-1.092875148,-1.094765159,-1.094765159,0.597216772
-1.096166859,-1.092083932,-1.097524884,-1.098449348,-1.098449348,0.798406851
-1.098959583,-1.096888623,-1.103090452,-1.098505105,-1.098505105,2.569882805
-1.09219715,-1.085943827,-1.089331579,-1.083858861,-1.083858861,1.377232419
-1.082579218,-1.079693559,-1.082962868,-1.082633082,-1.082633082,1.065694287
-1.082941356,-1.085338041,-1.085900644,-1.085488527,-1.085488527,1.091888029
-1.082258827,-1.085200407,-1.081884987,-1.084026019,-1.084026019,-0.234183164
-1.084717319,-1.087265423,-1.086872821,-1.088775737,-1.088775737,1.194879506
-1.089084007,-1.081758575,-1.08759139,-1.082117738,-1.082117738,1.533837442
-1.083623914,-1.074936985,-1.083441886,-1.073091815,-1.073091815,2.128267781
-1.06985519,-1.068748625,-1.070683391,-1.067367028,-1.067367028,1.83233442
-1.067396726,-1.065086633,-1.068083771,-1.062854066,-1.062854066,2.263806353
-1.059784578,-1.060495276,-1.062151904,-1.06502701,-1.06502701,1.181392529
-1.064826832,-1.067640362,-1.068076784,-1.06796595,-1.06796595,0.95757552
-1.066811701,-1.068335611,-1.070450912,-1.070201529,-1.070201529,0.813454308
-1.069987507,-1.067571573,-1.068915114,-1.067896296,-1.067896296,0.367492232
-1.064826832,-1.066697372,-1.070387524,-1.072715752,-1.072715752,0.876876557
-1.071519667,-1.070297428,-1.069422361,-1.071873026,-1.071873026,0.260933944
-1.068309104,-1.063228041,-1.066653649,-1.0638918,-1.0638918,1.733244115
-1.061880847,-1.062133514,-1.062595762,-1.063418204,-1.063418204,1.441657834
-1.050257271,-1.053212417,-1.058319425,-1.059838426,-1.059838426,2.577350788
-1.061922651,-1.059166715,-1.059108453,-1.060353853,-1.060353853,1.111839851
-1.057514215,-1.049460907,-1.055170328,-1.047246734,-1.047246734,2.120911233
-1.049783648,-1.044518527,-1.047399668,-1.047044735,-1.047044735,2.08691512
-1.046921298,-1.048717459,-1.046251327,-1.047713395,-1.047713395,0.876096317
-1.045145335,-1.047581698,-1.046047076,-1.046146337,-1.046146337,0.584510035
-1.051615283,-1.051594768,-1.050591052,-1.050833475,-1.050833475,2.667747019
-1.051239248,-1.054100381,-1.052739799,-1.055102606,-1.055102606,-0.325136681
-1.055724327,-1.055683676,-1.056304526,-1.055541389,-1.055541389,0.055508277
-1.056372016,-1.058464613,-1.058981677,-1.057338268,-1.057338268,0.573809602
-1.060167604,-1.059793119,-1.057995357,-1.061711894,-1.061711894,0.300280274
-1.061344644,-1.057273742,-1.060820414,-1.056579094,-1.056579094,0.963928902
-1.047819639,-1.045964049,-1.046342944,-1.045526554,-1.045526554,1.570174275
-1.043982275,-1.042570472,-1.043405169,-1.045234014,-1.045234014,1.321501078
-1.040910908,-1.036003534,-1.038501824,-1.035274852,-1.035274852,1.817844278
-1.036655677,-1.037442202,-1.036458752,-1.037517366,-1.037517366,0.583061018
-1.036592958,-1.039562328,-1.040791491,-1.038527249,-1.038527249,0.605799383
-1.038870367,-1.038151214,-1.037853715,-1.035170385,-1.035170385,0.994358204
-1.031515919,-1.03357362,-1.034401622,-1.032830368,-1.032830368,0.783693783
-1.032093953,-1.035342695,-1.032429038,-1.033868017,-1.033868017,0.17009189
-1.035576225,-1.035501057,-1.042256828,-1.045526554,-1.045526554,1.929752782
-1.047882358,-1.040457201,-1.049477955,-1.044356504,-1.044356504,3.115492472
-1.045744285,-1.047795087,-1.048371902,-1.051139857,-1.051139857,0.992909187
-1.049010577,-1.051030356,-1.050238811,-1.053835078,-1.053835078,1.202570442
-1.054129504,-1.055759375,-1.057065466,-1.058577889,-1.058577889,2.334250762
-1.058099185,-1.060873854,-1.061158569,-1.05972009,-1.05972009,2.964683517
-1.036279586,-1.030820238,-1.03278835,-1.032816442,-1.032816442,5.324013475
-1.032623221,-1.025430352,-1.02946309,-1.023964585,-1.023964585,2.508021036
-1.025986115,-1.02429459,-1.022601276,-1.024340648,-1.024340648,1.218621064
-1.025296623,-1.026277053,-1.024263878,-1.026388181,-1.026388181,0.551182699
-1.028785886,-1.025347743,-1.025214982,-1.024333714,-1.024333714,0.684937866
-1.023917696,-1.022594333,-1.020727324,-1.024229247,-1.024229247,0.669221633
-1.026167254,-1.024886612,-1.022601276,-1.02293387,-1.02293387,0.559096534
-1.020811599,-1.011821525,-1.017070923,-1.009067632,-1.009067632,2.913076302
-1.014202316,-1.016041213,-1.016951133,-1.020614712,-1.020614712,2.126595838
-1.018771002,-1.015600617,-1.016105732,-1.015934564,-1.015934564,0.822705724
-1.020205659,-1.014327193,-1.016789142,-1.012849326,-1.012849326,1.053879253
-1.012802416,-1.010300304,-1.011857624,-1.010216767,-1.010216767,1.903336143
-1.005538538,-1.004889828,-1.001952331,-1.002263391,-1.002263391,2.103857445
-1.006743345,-1.007416085,-1.006045462,-1.004317915,-1.004317915,1.153861261
-1.004410263,-1.004043126,-1.002086207,-1.005515788,-1.005515788,0.809664598
-1.005538538,-1.005798465,-1.001663507,-1.004011449,-1.004011449,0.073119379
-1.005817097,-1.003464895,-1.003213447,-1.000557081,-1.000557081,0.671785278
-1.000475423,-1.000353552,-0.996661586,-0.997026125,-0.997026125,1.780281354
-0.99449294,-0.990895486,-0.990877596,-0.987303719,-0.987303719,2.005435917
-0.988009038,-0.989539482,-0.993336326,-0.9973256,-0.9973256,1.818624518
-0.993093069,-0.991962486,-0.993737869,-0.995187497,-0.995187497,2.645900329
-0.992215587,-0.994853586,-0.99192029,-0.992276323,-0.992276323,1.0269053
-0.990098402,-0.989924914,-0.99425213,-0.998502557,-0.998502557,1.305561919
-0.995182432,-0.998501842,-0.998542553,-0.998948331,-0.998948331,1.192538786
-0.995321739,-0.992444345,-0.993815343,-0.992227585,-0.992227585,0.995918684
-0.990934136,-0.990902396,-0.986826696,-0.991238674,-0.991238674,1.263094657
-0.993232376,-0.99079917,-0.990264703,-0.98776339,-0.98776339,1.16233241
-0.988009038,-0.979991953,-0.98402984,-0.977100811,-0.977100811,1.831331255
-0.971552057,-0.968076474,-0.967192301,-0.965191621,-0.965191621,3.245235005
-0.963125063,-0.965426318,-0.967255689,-0.970219926,-0.970219926,1.939895874
-0.967979272,-0.970506388,-0.966713227,-0.969370266,-0.969370266,1.025567746
-0.967672862,-0.971676613,-0.969904612,-0.970122422,-0.970122422,1.983254866
-0.969629852,-0.96838629,-0.965360636,-0.967824179,-0.967824179,0.515068792
-0.970312353,-0.973762358,-0.970876874,-0.972845522,-0.972845522,0.976078324
-0.972269371,-0.974588386,-0.971834965,-0.974447365,-0.974447365,0.567010396
-0.972903135,-0.977135262,-0.975301088,-0.977072989,-0.977072989,0.57804519
-0.978815992,-0.981740382,-0.978154318,-0.982115191,-0.982115191,2.192581705
-0.988217944,-0.986930588,-0.98651677,-0.986649096,-0.986649096,0.786591817
-0.983872116,-0.982463157,-0.983008361,-0.98419063,-0.98419063,1.076283258
-0.979979024,-0.983660937,-0.979492879,-0.981829641,-0.981829641,0.369164175
-0.983837331,-0.984067042,-0.980613047,-0.984232378,-0.984232378,0.38454602
-0.981434595,-0.985223477,-0.980760981,-0.984894048,-0.984894048,0.396361082
-0.983057325,-0.982476921,-0.982747652,-0.985360653,-0.985360653,0.64581449
-0.98229818,-0.986077032,-0.982064327,-0.983424549,-0.983424549,0.06609722
-0.987047978,-0.990895486,-0.986615374,-0.9902218,-0.9902218,1.14873397
-0.988921361,-0.992017512,-0.992272475,-0.996120736,-0.996120736,1.287616428
-0.995175441,-0.994165192,-0.992307747,-0.991245608,-0.991245608,0.75203839
-0.988538335,-0.985505655,-0.984734351,-0.982992757,-0.982992757,1.013083934
-0.982326086,-0.985939342,-0.98708039,-0.987756399,-0.987756399,0.675352089
-0.988740306,-0.991756006,-0.993681496,-0.99550786,-0.99550786,1.465733753
-1.001408661,-1.004669529,-1.004178553,-1.003879132,-1.003879132,2.565089903
-1.006499626,-1.009790918,-1.009814552,-1.009589994,-1.009589994,1.894307652
-1.008763082,-1.006899818,-1.006496392,-1.007639909,-1.007639909,1.14215769
-1.003595445,-1.000979955,-1.004460334,-0.998913434,-0.998913434,0.942973914
-0.996658863,-1.00046366,-0.998782105,-0.998767192,-0.998767192,0.998816718
-0.997278701,-1.001151999,-0.999578204,-0.999004004,-0.999004004,0.561883105
-1.001485222,-0.997779095,-1.003741766,-1.004659138,-1.004659138,1.47186421
-1.001039532,-0.998467489,-0.998880708,-0.996691836,-0.996691836,0.679253289
-1.000928047,-1.002019373,-1.00298091,-1.004220355,-1.004220355,1.008068106
-1.001903117,-1.005488649,-1.014844702,-1.015816172,-1.015816172,2.440920513
-1.013178536,-0.993346073,-1.011322205,-0.992164922,-0.992164922,5.205974541
-0.991282293,-0.99298814,-1.005164873,-0.991997764,-0.991997764,1.95148801
-0.991003733,-0.985044469,-0.987298784,-0.986572451,-0.986572451,1.292632256
-0.98605202,-0.983323622,-0.981916337,-0.982707207,-0.982707207,0.776337263
-0.980382965,-0.984376803,-0.982177017,-0.985736773,-0.985736773,0.958132834
-0.986407168,-0.990386155,-0.989961764,-0.991085441,-0.991085441,1.510430272
-0.989436732,-0.980088325,-0.985438889,-0.978800131,-0.978800131,1.302106598
-0.978467779,-0.976687839,-0.975096809,-0.974962737,-0.974962737,1.308682879
-0.975500878,-0.978697884,-0.976026728,-0.977846004,-0.977846004,0.359355472
-0.977701615,-0.97193132,-0.97413159,-0.971452612,-0.971452612,0.987224581
-0.965959591,-0.963498936,-0.962190325,-0.960232914,-0.960232914,1.538184493
-0.958089771,-0.953139142,-0.953553162,-0.949208197,-0.949208197,1.124323662
-0.947817244,-0.951748701,-0.951855344,-0.952216875,-0.952216875,0.921127252
-0.952002849,-0.944858267,-0.950277232,-0.940795122,-0.940795122,1.488806535
