,Date,Open,High,Low,Close,Adj Close,Volume,nasdaq,snp,djia,ftse100,nikkei225,sensex,russell2000,hangseng,sse,oil,gold,vix,usdx,amzn,aapl,msft
17,2012-01-27,14.216214,14.453824,14.1801,14.445355,14.445355,145242371,2816.550049,1316.33,12660.46,5733.45,8841.219727,17233.98,798.85,20501.669922,,99.56,"1,731.80",18.530001,78.900002,9.7685,15.974286,29.23
18,2012-01-30,14.397285,14.445853,14.28147,14.388319,14.388319,93569411,2811.939941,1313.01,12653.72,5671.09,8793.049805,16863.3,792.38,20160.410156,2285.038086,98.78,"1,731.00",19.4,79.160004,9.6075,16.178928,29.610001
19,2012-01-31,14.520573,14.54548,14.325056,14.448593,14.448593,86017210,2813.840088,1312.41,12632.91,5681.61,8802.509766,17193.55,792.82,20390.490234,2292.610107,98.48,"1,737.80",19.440001,79.279999,9.722,16.302856,29.530001
20,2012-02-01,14.568892,14.58284,14.424434,14.466526,14.466526,93175942,2848.27002,,12716.46,5790.72,8809.790039,15517.92,809.66,20333.369141,2268.080078,97.61,"1,747.10",18.549999,78.919998,8.973,16.2925,29.889999
21,2012-02-02,14.567149,14.605505,14.497659,14.573126,14.573126,96950036,2859.679932,1325.54,12705.41,5796.07,8876.820313,17431.85,812.89,20739.449219,2312.555908,96.36,"1,756.80",17.98,78.970001,9.086,16.254286,29.950001
22,2012-02-03,14.711358,14.87101,14.646352,14.852579,14.852579,127215053,2905.659912,1369.63,12862.23,5901.07,8831.929688,17636.8,831.11,20756.980469,2330.405029,97.84,"1,737.90",17.1,78.940002,9.384,16.417143,30.24
23,2012-02-06,14.819702,15.213725,14.794795,15.170388,15.170388,147735682,2901.98999,,12845.13,5892.2,8929.200195,,828.37,20709.939453,2331.135986,96.91,"1,722.80",17.76,79.089996,9.157,16.570356,30.200001
24,2012-02-07,15.122069,15.17786,15.037635,15.112604,15.112604,83997668,2904.080078,1365.51,12878.2,5890.26,8917.519531,17398.98,827.37,20699.189453,2291.9021,98.41,"1,746.40",17.65,78.57,9.2095,16.743929,30.35
25,2012-02-08,15.15918,15.226677,15.062044,15.189317,15.189317,73731331,2915.860107,1365.0,12883.95,5875.93,9015.589844,17224.36,828.39,21018.460938,2347.530029,98.71,"1,729.30",18.16,78.639999,9.274,17.024286,30.66
26,2012-02-09,15.243364,15.305133,15.168146,15.229416,15.229416,90927546,2927.22998,,12890.46,5895.47,9002.240234,,824.99,21010.009766,2349.589111,99.84,"1,739.00",18.629999,78.559998,9.249,17.613214,30.77
27,2012-02-10,15.140251,15.146477,15.043613,15.091185,15.091185,93356617,2903.879883,1445.75,12801.23,5852.39,8947.169922,,813.33,20783.859375,2351.980957,98.67,"1,723.30",20.790001,79.110001,9.277,17.622143,30.5
28,2012-02-13,15.205506,15.288694,15.193551,15.247847,15.247847,72924318,2931.389893,1351.77,12874.04,5905.7,8999.179688,17772.84,824.81,20887.400391,2351.854004,100.91,"1,723.00",19.040001,78.940002,9.5795,17.950001,30.58
29,2012-02-14,15.231409,15.242866,15.062542,15.187075,15.187075,72418428,2931.830078,1350.5,12878.28,5899.87,9052.070313,17848.57,820.65,20917.830078,2344.770996,100.74,"1,715.90",19.540001,79.580002,9.565,18.195,30.25
30,2012-02-15,15.266029,15.266029,15.007747,15.082467,15.082467,97399715,2915.830078,1343.23,12780.95,5892.16,9260.339844,18202.41,813.98,21365.230469,2366.701904,101.8,"1,726.30",21.139999,79.669998,9.2235,17.77393,30.049999
31,2012-02-16,15.014223,15.163414,14.887448,15.106378,15.106378,101615457,2959.850098,1358.04,12904.08,5885.38,9238.099609,18153.99,829.96,21277.279297,2356.860107,102.31,"1,726.80",19.219999,79.339996,8.9965,17.936071,31.290001
32,2012-02-17,15.067772,15.134024,15.003762,15.059553,15.059553,98331193,2951.780029,1361.23,12949.87,5905.07,9384.169922,18289.35,828.68,21491.619141,2357.180908,103.24,"1,724.50",17.780001,79.330002,9.125,17.932858,31.25
33,2012-02-21,15.040375,15.389317,15.015717,15.292679,15.292679,99603946,2948.570068,1362.21,12965.69,5928.2,9463.019531,18428.61,823.22,21478.720703,2381.429932,105.84,"1,757.10",18.190001,79.040001,9.113,18.387501,31.440001
34,2012-02-22,15.24187,15.36192,15.11111,15.141745,15.141745,78974912,2933.169922,1357.66,12938.67,5916.55,9554.0,18145.25,816.5,21549.279297,2403.586914,106.28,"1,770.00",18.190001,79.209999,9.029,18.322857,31.27
35,2012-02-23,15.118333,15.141745,14.952704,15.096166,15.096166,82508106,2956.97998,1363.46,12984.69,5937.89,9595.570313,18078.5,829.23,21380.990234,2409.553955,107.83,"1,784.90",16.799999,78.809998,8.9445,18.442499,31.370001
36,2012-02-24,15.12705,15.234149,15.081222,15.190562,15.190562,77714204,2963.75,1365.74,12982.95,5935.13,9647.379883,17923.57,826.92,21406.859375,2439.626953,109.77,"1,775.10",17.309999,78.349998,8.9565,18.657499,31.48
37,2012-02-27,15.108121,15.251832,15.070014,15.175867,15.175867,72827958,2966.159912,1367.59,12981.51,5915.55,9633.929688,17445.75,826.66,21217.859375,2447.056885,108.56,"1,773.60",18.190001,78.559998,8.9265,18.777143,31.35
38,2012-02-28,15.193053,15.436391,15.135269,15.402019,15.402019,114330940,2986.76001,1372.18,13005.12,5927.91,9722.519531,17731.12,823.8,21568.730469,2451.856934,106.55,"1,787.00",17.959999,78.269997,9.19,19.121786,31.870001
39,2012-02-29,15.40725,15.581596,15.330039,15.398533,15.398533,125946315,2966.889893,1365.68,12952.07,5871.51,9723.240234,17752.68,810.94,21680.080078,2428.487061,107.07,"1,709.90",18.43,78.730003,8.9845,19.372856,31.74
40,2012-03-01,15.498408,15.584087,15.396042,15.501895,15.501895,89843498,2988.969971,1277.06,12980.3,5931.25,9707.370117,15939.36,815.22,21387.960938,2426.11499,108.84,"1,721.10",17.26,78.779999,9.002,19.445356,32.290001
41,2012-03-02,15.491932,15.541746,15.450089,15.473252,15.473252,63167885,2976.189941,1344.9,12977.57,5911.13,9777.030273,17604.96,802.42,21562.259766,2460.693115,106.7,"1,708.80",17.290001,79.400002,8.965,19.470715,32.080002
42,2012-03-05,15.452829,15.504137,15.227424,15.298906,15.298906,63970883,2950.47998,1391.57,12962.81,5874.82,9698.589844,17151.19,803.65,21265.310547,2445.001953,106.72,"1,703.00",18.049999,79.32,9.013,19.04143,31.799999
