Date, Open, High, Low, Close
06/29/22, 1737.83, 1737.83, 1703.80, 1719.37
06/28/22, 1778.62, 1792.58, 1738.81, 1738.84
06/27/22, 1772.89, 1781.46, 1758.31, 1771.74
06/24/22, 1720.04, 1765.74, 1720.04, 1765.74
06/23/22, 1693.27, 1714.04, 1680.55, 1711.67
06/22/22, 1678.51, 1703.38, 1665.54, 1690.28
06/21/22, 1681.10, 1711.74, 1681.10, 1694.03
06/17/22, 1657.01, 1684.55, 1652.02, 1665.69
06/16/22, 1707.85, 1707.85, 1641.47, 1649.84
06/15/22, 1718.15, 1751.50, 1704.42, 1731.14
06/14/22, 1717.33, 1723.19, 1692.32, 1707.83
06/13/22, 1770.49, 1770.49, 1708.26, 1714.60
06/10/22, 1833.15, 1833.15, 1792.60, 1800.28
06/09/22, 1884.96, 1884.96, 1850.67, 1850.86
06/08/22, 1913.97, 1916.08, 1883.26, 1891.01
06/07/22, 1879.77, 1919.73, 1870.94, 1919.56
06/06/22, 1893.45, 1903.51, 1881.73, 1889.88
06/03/22, 1886.61, 1889.45, 1872.23, 1883.05
06/02/22, 1855.35, 1897.67, 1854.51, 1897.67
06/01/22, 1871.46, 1877.49, 1830.20, 1854.82
05/31/22, 1882.00, 1883.19, 1856.56, 1864.04
05/27/22, 1845.24, 1887.90, 1845.24, 1887.90
05/26/22, 1808.64, 1847.83, 1808.64, 1838.24
05/25/22, 1760.42, 1807.43, 1759.20, 1799.16
05/24/22, 1780.20, 1780.20, 1736.11, 1764.83
05/23/22, 1786.43, 1799.27, 1769.12, 1792.76
05/20/22, 1784.08, 1797.44, 1730.88, 1773.27
05/19/22, 1769.84, 1797.23, 1759.66, 1776.22
05/18/22, 1834.15, 1834.15, 1765.25, 1774.85
05/17/22, 1796.36, 1840.30, 1796.36, 1840.30
05/16/22, 1790.61, 1802.63, 1778.67, 1783.43
05/13/22, 1748.24, 1804.38, 1748.24, 1792.67
05/12/22, 1714.06, 1752.55, 1701.15, 1739.38
05/11/22, 1763.02, 1791.85, 1715.77, 1718.14
05/10/22, 1771.46, 1794.64, 1727.38, 1761.79
05/09/22, 1833.48, 1833.48, 1754.21, 1762.08
05/06/22, 1867.73, 1867.73, 1821.10, 1839.57
05/05/22, 1935.64, 1935.64, 1849.44, 1871.15
05/04/22, 1904.09, 1952.75, 1875.36, 1949.92
05/03/22, 1882.58, 1907.30, 1875.98, 1898.86
05/02/22, 1863.66, 1888.84, 1839.26, 1882.91
04/29/22, 1914.36, 1928.32, 1860.58, 1864.10
04/28/22, 1891.92, 1927.48, 1864.42, 1917.94
04/27/22, 1891.11, 1909.11, 1879.65, 1884.04
04/26/22, 1940.08, 1940.08, 1890.47, 1890.47
04/25/22, 1933.24, 1954.40, 1908.83, 1954.20
04/22/22, 1986.66, 1986.66, 1939.34, 1940.66
04/21/22, 2046.71, 2060.08, 1986.91, 1991.46
04/20/22, 2032.39, 2052.09, 2032.39, 2038.18
04/19/22, 1990.21, 2035.79, 1990.21, 2030.77
04/18/22, 2003.27, 2003.27, 1981.69, 1990.13
04/14/22, 2025.17, 2034.22, 2004.97, 2004.98
04/13/22, 1987.33, 2028.79, 1987.33, 2025.10
04/12/22, 1983.13, 2027.55, 1980.96, 1986.94
04/11/22, 1993.53, 2004.68, 1976.59, 1980.33
04/08/22, 2009.06, 2017.09, 1993.04, 1994.56
04/07/22, 2016.88, 2024.00, 1984.15, 2009.80
04/06/22, 2044.81, 2044.81, 2005.05, 2016.94
04/05/22, 2095.00, 2103.36, 2043.08, 2046.04
04/04/22, 2091.53, 2096.93, 2076.50, 2095.44
04/01/22, 2071.22, 2091.73, 2068.05, 2091.11
03/31/22, 2090.91, 2100.74, 2069.22, 2070.13
03/30/22, 2132.83, 2132.83, 2084.37, 2091.07
03/29/22, 2079.31, 2138.45, 2079.31, 2133.10
03/28/22, 2078.30, 2078.30, 2049.54, 2078.06
03/25/22, 2075.89, 2081.32, 2064.20, 2077.98
03/24/22, 2054.10, 2075.49, 2047.27, 2075.44
03/23/22, 2086.70, 2086.70, 2051.45, 2052.21
03/22/22, 2066.92, 2097.61, 2066.92, 2088.34
03/21/22, 2085.82, 2093.38, 2054.78, 2065.94
03/18/22, 2064.69, 2087.55, 2059.69, 2086.14
03/17/22, 2029.88, 2065.02, 2019.21, 2065.02
03/16/22, 1970.12, 2031.80, 1970.12, 2030.72
03/15/22, 1979.79, 1983.43, 1932.71, 1968.97
03/14/22, 1979.79, 1983.43, 1932.71, 1941.72
03/11/22, 2012.44, 2027.39, 1979.07, 1979.67
03/10/22, 2013.62, 2013.62, 1982.11, 2011.67
03/09/22, 1964.45, 2022.55, 1964.45, 2016.29
03/08/22, 1951.59, 2004.48, 1951.59, 1963.01
03/07/22, 2001.03, 2007.46, 1951.21, 1951.33
03/04/22, 2031.16, 2031.16, 1985.51, 2000.90
03/03/22, 2059.15, 2067.28, 2019.97, 2032.41
03/02/22, 2009.01, 2065.71, 2009.01, 2058.87
03/01/22, 2047.24, 2050.65, 1995.42, 2008.51
02/28/22, 2040.31, 2059.44, 2020.51, 2048.09
02/25/22, 1995.84, 2040.93, 1988.01, 2040.93
02/24/22, 1942.31, 1996.84, 1894.45, 1996.01
02/23/22, 1980.99, 2001.55, 1942.27, 1944.09
02/22/22, 2008.68, 2016.43, 1970.63, 1980.17
02/18/22, 2028.00, 2038.13, 2004.73, 2009.33
02/17/22, 2078.50, 2078.50, 2025.12, 2028.09
02/16/22, 2075.63, 2084.98, 2060.32, 2079.31
02/15/22, 2022.22, 2078.33, 2022.22, 2076.46
02/14/22, 2030.18, 2048.26, 2011.37, 2020.79
02/11/22, 2051.26, 2074.06, 2016.41, 2030.15
02/10/22, 2082.51, 2105.21, 2039.62, 2051.16
02/09/22, 2046.76, 2083.50, 2046.76, 2083.50
02/08/22, 2012.46, 2047.82, 2011.37, 2045.37
02/07/22, 2002.38, 2027.91, 2000.40, 2012.60
02/04/22, 1990.92, 2016.38, 1968.61, 2002.36
02/03/22, 2027.73, 2027.73, 1988.41, 1991.03
02/02/22, 2051.64, 2054.72, 2013.59, 2029.52
02/01/22, 2028.78, 2052.85, 2003.38, 2050.74
01/31/22, 1968.09, 2028.45, 1960.12, 2028.45
01/28/22, 1931.14, 1968.51, 1901.36, 1968.51
01/27/22, 1978.08, 2007.23, 1925.45, 1931.29
01/26/22, 2006.04, 2048.35, 1958.34, 1976.46
01/25/22, 2030.82, 2030.84, 1966.10, 2004.03
01/24/22, 1986.45, 2038.66, 1931.44, 2033.51
01/21/22, 2022.55, 2043.51, 1987.91, 1987.92
01/20/22, 2063.86, 2104.59, 2022.20, 2024.04
01/19/22, 2097.56, 2109.23, 2062.18, 2062.78
01/18/22, 2160.35, 2160.35, 2094.93, 2096.22
01/14/22, 2157.99, 2162.46, 2126.12, 2162.46
01/13/22, 2177.06, 2196.74, 2154.46, 2159.44
01/12/22, 2194.94, 2210.28, 2169.42, 2176.06
01/11/22, 2171.17, 2196.65, 2154.81, 2194.00
01/10/22, 2179.07, 2179.07, 2133.13, 2171.15
01/07/22, 2206.14, 2220.13, 2179.81, 2179.81
01/06/22, 2194.48, 2220.59, 2179.29, 2206.37
01/05/22, 2268.92, 2275.32, 2193.72, 2194.00
01/04/22, 2246.71, 2288.30, 2246.71, 2268.87
01/03/22, 2246.71, 2284.14, 2246.71, 2272.56
12/31/21, 2245.93, 2258.11, 2244.85, 2245.31
12/30/21, 2249.35, 2271.82, 2247.47, 2248.79
