Date,Open,High,Low,Close,Adj Close,Volume
02-10-2014,"1,215.30","1,219.50","1,210.30","1,214.20","1,214.20",176
03-10-2014,"1,212.40","1,212.40","1,191.00","1,192.20","1,192.20",499
06-10-2014,"1,187.70","1,208.00","1,182.80","1,206.70","1,206.70",415
07-10-2014,"1,209.10","1,211.70","1,205.30","1,211.70","1,211.70",272
08-10-2014,"1,210.20","1,217.90","1,205.30","1,205.30","1,205.30",9
09-10-2014,"1,223.90","1,229.00","1,223.90","1,224.60","1,224.60",19
10-10-2014,"1,223.50","1,223.50","1,217.00","1,221.00","1,221.00",186
13-10-2014,"1,229.80","1,234.00","1,227.00","1,229.30","1,229.30",103
14-10-2014,"1,235.90","1,235.90","1,233.60","1,233.60","1,233.60",73
15-10-2014,"1,243.70","1,247.00","1,243.70","1,244.10","1,244.10",250
16-10-2014,"1,242.10","1,243.00","1,236.70","1,240.50","1,240.50",6
17-10-2014,"1,237.40","1,238.30","1,232.60","1,238.30","1,238.30",356
20-10-2014,"1,237.30","1,244.00","1,235.40","1,244.00","1,244.00",105
21-10-2014,"1,251.00","1,251.00","1,251.00","1,251.00","1,251.00",48
22-10-2014,"1,244.80","1,244.80","1,244.80","1,244.80","1,244.80",2
23-10-2014,"1,228.00","1,228.50","1,227.90","1,228.50","1,228.50",2
24-10-2014,"1,229.40","1,232.70","1,229.40","1,231.20","1,231.20",71
27-10-2014,"1,230.20","1,230.20","1,227.30","1,229.10","1,229.10",282
28-10-2014,"1,224.90","1,231.00","1,224.70","1,229.20","1,229.20",46
29-10-2014,"1,224.30","1,224.30","1,224.30","1,224.30","1,224.30",631
30-10-2014,"1,213.70","1,214.70","1,195.80","1,198.10","1,198.10",521
31-10-2014,"1,199.60","1,199.70","1,161.40","1,171.10","1,171.10",260
03-11-2014,"1,166.40","1,172.30","1,163.10","1,169.40","1,169.40",60
04-11-2014,"1,166.90","1,171.00","1,165.00","1,167.40","1,167.40",40
05-11-2014,"1,168.10","1,168.70","1,137.80","1,145.40","1,145.40",157
06-11-2014,"1,141.10","1,147.50","1,137.90","1,142.30","1,142.30",137
07-11-2014,"1,139.90","1,169.70","1,133.00","1,169.60","1,169.60",97
10-11-2014,"1,171.00","1,171.00","1,150.70","1,159.60","1,159.60",40
11-11-2014,"1,155.00","1,170.50","1,151.60","1,162.80","1,162.80",22
12-11-2014,"1,162.50","1,168.10","1,157.50","1,158.90","1,158.90",17
13-11-2014,"1,163.70","1,164.50","1,155.00","1,161.10","1,161.10","1,047"
14-11-2014,"1,155.20","1,191.00","1,148.00","1,185.00","1,185.00",486
17-11-2014,"1,183.10","1,186.90","1,180.60","1,183.00","1,183.00",17
18-11-2014,"1,197.10","1,197.10","1,193.90","1,196.70","1,196.70",2
19-11-2014,"1,196.50","1,198.30","1,190.60","1,193.60","1,193.60",23
20-11-2014,"1,191.80","1,191.90","1,190.70","1,190.70","1,190.70",3
21-11-2014,"1,191.00","1,202.40","1,189.00","1,197.50","1,197.50",20
24-11-2014,"1,197.70","1,197.90","1,195.50","1,195.50","1,195.50",17
25-11-2014,"1,197.10","1,197.10","1,197.10","1,197.10","1,197.10","2,10,753"
26-11-2014,"1,200.50","1,201.00","1,193.70","1,196.60","1,196.60","75,297"
28-11-2014,"1,197.00","1,198.20","1,163.80","1,175.20","1,175.20","11,175"
01-12-2014,"1,160.00","1,220.40","1,141.70","1,218.00","1,218.00","5,524"
02-12-2014,"1,212.30","1,212.30","1,191.30","1,199.20","1,199.20","1,236"
03-12-2014,"1,198.10","1,213.70","1,196.10","1,208.50","1,208.50",440
04-12-2014,"1,208.20","1,213.00","1,201.60","1,207.50","1,207.50",358
05-12-2014,"1,203.10","1,206.00","1,186.70","1,190.10","1,190.10",560
08-12-2014,"1,190.60","1,207.00","1,187.20","1,194.70","1,194.70",183
09-12-2014,"1,202.00","1,238.00","1,202.00","1,231.50","1,231.50",314
10-12-2014,"1,231.20","1,234.60","1,226.60","1,228.90","1,228.90",306
11-12-2014,"1,226.60","1,231.20","1,216.20","1,225.10","1,225.10",264
12-12-2014,"1,227.80","1,227.80","1,216.20","1,222.00","1,222.00",203
15-12-2014,"1,223.10","1,223.10","1,198.40","1,207.20","1,207.20",77
16-12-2014,"1,197.20","1,222.00","1,192.70","1,193.90","1,193.90",223
17-12-2014,"1,198.20","1,199.60","1,184.00","1,194.30","1,194.30",94
18-12-2014,"1,189.70","1,207.30","1,189.70","1,194.70","1,194.70",197
19-12-2014,"1,198.00","1,200.80","1,195.90","1,195.90","1,195.90",96
22-12-2014,"1,198.00","1,198.00","1,172.70","1,179.70","1,179.70",223
23-12-2014,"1,179.30","1,180.30","1,175.00","1,177.90","1,177.90",232
24-12-2014,"1,177.00","1,179.30","1,173.50","1,173.50","1,173.50",23
26-12-2014,"1,177.20","1,195.30","1,177.20","1,195.30","1,195.30",124
29-12-2014,"1,186.50","1,186.50","1,181.30","1,181.70","1,181.70",180
30-12-2014,"1,181.40","1,210.30","1,181.40","1,200.20","1,200.20",191
31-12-2014,"1,199.20","1,199.20","1,182.70","1,183.90","1,183.90",92
02-01-2015,"1,184.00","1,194.50","1,169.50","1,186.00","1,186.00",138
05-01-2015,"1,180.30","1,206.90","1,180.10","1,203.90","1,203.90",470
06-01-2015,"1,203.50","1,220.00","1,203.50","1,219.30","1,219.30",97
07-01-2015,"1,219.20","1,219.20","1,210.60","1,210.60","1,210.60",29
08-01-2015,"1,207.00","1,215.70","1,206.30","1,208.40","1,208.40",92
09-01-2015,"1,211.10","1,220.20","1,210.30","1,216.00","1,216.00",43
12-01-2015,"1,224.20","1,234.40","1,219.10","1,232.70","1,232.70",100
13-01-2015,"1,239.20","1,239.30","1,230.30","1,234.30","1,234.30",20
14-01-2015,"1,229.60","1,243.80","1,225.60","1,234.40","1,234.40",21
15-01-2015,"1,231.50","1,265.00","1,227.30","1,264.70","1,264.70",130
16-01-2015,"1,256.10","1,279.70","1,256.10","1,276.90","1,276.90",44
20-01-2015,"1,278.90","1,297.30","1,273.80","1,294.20","1,294.20",157
21-01-2015,"1,295.20","1,303.50","1,286.70","1,293.70","1,293.70",78
22-01-2015,"1,293.20","1,302.10","1,283.50","1,300.70","1,300.70",131
23-01-2015,"1,299.80","1,299.80","1,292.60","1,292.60","1,292.60",23
26-01-2015,"1,289.50","1,290.60","1,279.40","1,279.40","1,279.40",26
27-01-2015,"1,277.20","1,291.70","1,277.20","1,291.70","1,291.70",20
28-01-2015,"1,285.90","1,286.80","1,285.90","1,285.90","1,285.90","1,80,387"
29-01-2015,"1,283.30","1,285.40","1,251.00","1,254.60","1,254.60","67,983"
30-01-2015,"1,258.00","1,284.30","1,257.00","1,278.50","1,278.50","8,626"
02-02-2015,"1,284.10","1,284.10","1,266.00","1,276.20","1,276.20","1,654"
03-02-2015,"1,273.50","1,284.70","1,255.30","1,259.70","1,259.70","2,380"
04-02-2015,"1,262.00","1,271.60","1,256.80","1,263.80","1,263.80",668
05-02-2015,"1,271.80","1,272.60","1,257.80","1,262.00","1,262.00",133
06-02-2015,"1,265.00","1,267.60","1,228.00","1,233.90","1,233.90",432
09-02-2015,"1,237.50","1,242.30","1,235.40","1,240.80","1,240.80",319
10-02-2015,"1,237.50","1,245.00","1,231.20","1,231.60","1,231.60",231
11-02-2015,"1,233.30","1,237.40","1,219.00","1,219.00","1,219.00",102
12-02-2015,"1,217.90","1,229.80","1,217.90","1,220.10","1,220.10",99
13-02-2015,"1,222.20","1,232.80","1,222.20","1,226.50","1,226.50",65
17-02-2015,"1,227.70","1,234.00","1,203.00","1,208.10","1,208.10",204
18-02-2015,"1,207.10","1,210.20","1,197.80","1,199.70","1,199.70",147
19-02-2015,"1,216.50","1,220.00","1,205.00","1,207.10","1,207.10",65
20-02-2015,"1,206.50","1,213.10","1,199.10","1,204.40","1,204.40",51
23-02-2015,"1,201.30","1,203.30","1,191.60","1,200.30","1,200.30",268
24-02-2015,"1,203.40","1,203.50","1,193.80","1,196.90","1,196.90",151
25-02-2015,"1,204.30","1,204.60","1,201.00","1,201.00","1,201.00",570
26-02-2015,"1,204.80","1,219.00","1,204.80","1,209.60","1,209.60",560
27-02-2015,"1,207.70","1,217.80","1,204.50","1,212.60","1,212.60",195
02-03-2015,"1,214.30","1,222.70","1,204.90","1,207.70","1,207.70",124
03-03-2015,"1,201.50","1,212.00","1,195.00","1,204.00","1,204.00",51
04-03-2015,"1,204.80","1,206.90","1,198.00","1,200.60","1,200.60",27
05-03-2015,"1,201.70","1,205.40","1,195.90","1,195.90","1,195.90",29
06-03-2015,"1,195.00","1,195.70","1,163.70","1,164.10","1,164.10",168
09-03-2015,"1,169.40","1,174.20","1,166.30","1,166.40","1,166.40",45
10-03-2015,"1,166.40","1,168.40","1,156.50","1,160.10","1,160.10",94
11-03-2015,"1,162.00","1,162.00","1,147.70","1,150.70","1,150.70",74
12-03-2015,"1,155.40","1,160.50","1,149.70","1,152.10","1,152.10",63
13-03-2015,"1,158.20","1,159.20","1,152.60","1,152.60","1,152.60",44
16-03-2015,"1,159.70","1,162.30","1,150.10","1,153.30","1,153.30",56
17-03-2015,"1,153.60","1,158.20","1,144.30","1,148.30","1,148.30",71
